Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68
20091023,45.94,98.85,NaN,26.72,489,159.91,59.6,38.97,60.65,52.47,21.62,24.72,22.43,9.33,25.58,15.18,68.19,52.07,138.71,96.85,39.64,42.75,40.7,46.03,103.49,69.18,33.34,57.63,37.08,22.49,123.66,39.08,25.32,147,29.48,28.45,120.08,NaN,38.28,96.32,22.58,49.7,41.76,102.03,NaN,35.22,39.53,113.64,179.4,NaN,40.91,26.41,59.35,29.22,45.18,35.89,169.28,79.24,29.32,55.65,14.62,25.01,20.45,24,27.1,26.85,46.04
20091026,44.16,102.25,NaN,26.46,493.25,153.53,61.8,38.46,62.15,51.62,21.28,23.99,21.71,9.31,24.91,15.12,67.51,50.06,129.23,103.4,38.5,42.34,41.35,44.03,101.86,69.24,32.52,57.09,36.82,21.56,122.4,38.32,24,152.3,29.51,27.98,122.16,NaN,39.16,100.72,22.7,51.7,43.18,100.86,NaN,34.4,38.19,116.04,184.8,NaN,40.13,25.92,56.65,28,44.15,35.79,174.8,80.34,28.51,54.69,14.23,24.8,20.31,23.8,26.79,26.68,44.72
20091027,43.37,103.75,NaN,25.16,515.5,143.78,65,37.76,64.25,51.18,20.99,23.59,21.38,9.26,24.68,15.08,65.33,49,126.68,105.45,38.09,42.25,41.6,43.81,101.85,68.55,32.52,56.36,36.18,21.29,120.91,37.47,22.95,157.5,29.08,27.32,124.92,NaN,39.5,102.04,22.32,53,43.71,100.37,NaN,34.07,36.61,118.68,191.55,NaN,40.59,25.23,55.85,27.4,43.83,35.2,172.72,80.3,28.26,55.2,14.12,24.44,20.2,23.82,26.91,26.2,43.71
20091028,40.25,110.25,NaN,21.57,579.5,119.28,73.9,35.95,70.05,49.86,19.93,22.75,20.59,9.16,23.91,14.73,60.76,46.46,115.31,114.65,36.96,40.57,44.55,41.21,100.73,67.13,31.19,54.4,34.45,20.64,116.94,35.05,19.92,172.5,28.65,25.71,132.12,NaN,40.96,107.96,21.69,57,46.15,98.36,NaN,32.79,32.49,126.56,210.9,NaN,39.46,23.56,52.55,25.13,42.47,33.51,184.68,81.17,27.32,53.29,13.67,23.9,19.89,23.75,26.62,25.42,41.26
20091029,43.3,103.05,NaN,24.92,500,139.64,64.5,37.62,63.85,51.44,20.39,23.53,21.36,9.32,24.69,15.18,65.91,49.37,128.43,101.95,38.47,41.61,42.6,43.14,102.69,68.32,32.36,55.48,36.16,21.4,119.42,36.48,22.12,159.15,29.29,26.67,127.16,NaN,39.24,99.72,22.19,52.6,43.23,100.6,NaN,34.17,34.65,121.68,197.55,NaN,40.9,24.44,56.55,27.12,44.25,35.27,175.28,79.52,28.2,54.78,14.26,24.51,20.29,24.17,26.87,26.14,43.38
20091030,38.94,111.4,NaN,23.38,527,118.16,73.1,35.78,70.05,49.6,19.4,22.73,20.31,9.2,23.53,14.6,62.68,47.01,112.16,114.7,36.56,40.09,45.5,41.71,102.53,67.52,30.93,53.9,35.37,20.33,115.9,34.46,19.44,173.55,28.57,25.09,134.24,NaN,41.41,108,21.54,56.6,46.8,97.51,NaN,32.2,31.33,128.4,214.2,NaN,39.32,23.13,51.85,25.08,42.18,34.57,192.88,83.32,27.11,52.6,13.57,23.62,19.73,23.76,26.46,25.42,41.41
20091102,39.91,109.65,NaN,23.53,522.75,122.38,70.2,36.34,67.9,50.12,19.75,22.83,20.48,9.29,23.86,14.75,63.44,46.2,114.26,112.35,36.77,41.13,43.35,42.22,103.95,68.18,31.21,53.79,35.43,20.56,116.53,34.72,19.77,170.75,28.91,25.08,134.48,NaN,40.9,106.64,21.52,55.7,45.95,98.27,NaN,32.66,31.18,128.84,214.95,NaN,39.97,23.05,52.45,25.49,42.76,34.56,194.84,82.38,27.37,52.95,13.69,23.91,19.85,24.01,26.58,25.68,41.42
20091103,40.46,108.1,NaN,24.77,499.75,124.06,69.4,36.4,67.6,49.91,19.6,23.34,20.37,9.28,23.72,14.88,64.86,46.98,115.53,110.8,36.48,40.93,43.55,45.52,106.46,68.37,31.89,54.64,36.01,20.5,117.99,35.52,20.67,165.45,28.77,25.71,131.12,NaN,40.63,105.8,21.25,53.45,45.46,98.6,NaN,32.83,32.75,124.92,205.2,NaN,40.62,23.69,53.05,26.42,42.46,35.14,195.04,83.14,27.67,53.67,13.73,24.35,19.77,23.84,26.59,25.7,42.84
20091104,40.64,107.75,NaN,22.86,533.75,132.14,65.8,37.11,65.25,50.45,19.78,23.52,20.64,9.25,24.17,14.93,66.42,47.83,111.48,114.95,37.17,41.58,42.15,45.87,107.1,68.5,31.95,53.82,35.27,20.09,117.32,35.26,20.4,166.5,28.96,25.14,134.2,NaN,40.46,108.44,21.4,53.85,45.25,98.87,NaN,32.98,31.3,128.32,214.35,NaN,40.99,23.07,51.55,26.28,43.23,34.28,193.44,82.52,27.67,53.62,13.53,24.3,19.89,23.94,26.95,25.71,43.01
20091105,43.5,101.5,NaN,24.67,499.5,141.42,61.9,37.91,62.4,51.15,20,23.8,21.06,9.32,24.67,15.2,68.53,48.62,119.43,106.5,37.99,42.6,40.3,46.06,106.98,68.57,32.47,55.61,36.11,20.71,120.3,36.95,22.41,155.55,29.13,26.48,126.8,NaN,38.94,103.28,21.97,50.65,42.7,100.8,NaN,34.25,34.53,120.4,194.4,NaN,40.8,24.5,54.25,27.85,44.13,35.17,183.56,81.33,28.2,54.58,13.89,24.97,20.34,24.06,27.42,26.45,44.4
20091106,43.91,100.65,NaN,23.37,520,142.73,61.8,37.86,62.55,51.31,20.4,23.78,21.07,9.26,24.72,15.27,68.24,48.91,118.1,107.55,37.78,42.56,40.25,46.96,107.43,68.65,32.44,55.65,35.47,20.67,120.03,36.81,22.37,155.35,29.5,26.53,126.56,NaN,38.72,104.08,21.91,50.4,42.28,101.08,NaN,34.45,34.67,119.92,193.35,NaN,39.7,24.51,53.65,28.01,44.21,34.51,178.52,80.64,28.46,54.43,13.83,25.21,20.37,24.13,27.55,26.7,44.4
20091109,47.48,93.75,NaN,27.1,445.5,160.78,55,39.32,57.85,52.85,21.43,24.8,21.94,9.38,25.56,15.81,70.89,50.95,130.45,96.85,39.32,44.11,37.5,48.62,108.19,68.99,33.45,56.79,37.38,21.37,123.11,38.59,24.72,143.5,30.03,27.61,121.24,NaN,36.97,96.84,22.69,46.85,39.32,103.52,NaN,36.06,37.03,115.24,181.95,NaN,40.5,25.51,57.35,30.05,45.7,36.46,167.84,78.93,29.46,55.52,14.34,25.89,20.86,24.56,28.04,27.31,46.15
20091110,47.47,93.65,NaN,26.47,454.75,158.01,55.7,39.13,58.35,52.55,21.5,24.78,21.66,9.31,25.46,15.73,70.54,51,129.2,97.45,39.2,43.76,37.95,49,108.39,68.96,33.43,56.42,37.17,21.11,122.96,38.54,24.61,144.05,30.03,27.32,122.68,NaN,36.93,97.52,22.91,46.95,39.37,103.54,NaN,36.06,36.14,116.84,185.4,NaN,40.41,25.11,56.95,29.78,45.51,36.15,169.88,79.61,29.5,55.56,14.29,25.73,20.85,24.55,28.24,27.41,45.92
20091111,48.33,92.25,NaN,28.26,428.5,163.01,54.5,39.48,57.4,52.72,21.6,24.89,21.92,9.3,25.57,15.65,69.89,51.49,133.8,93.95,39.48,43.85,37.8,49.24,109.6,69.01,33.43,56.83,37.95,21.37,123.86,39.07,25.35,140.95,30.04,27.74,120.64,NaN,36.55,95.16,23.22,46.25,38.75,104.1,NaN,36.43,37,114.96,181.05,NaN,40.55,25.54,58.35,30.39,45.45,36.92,169.76,80.47,29.81,55.54,14.49,25.94,20.98,24.63,28.28,27.44,46.46
20091112,46.62,95.15,NaN,27.09,442,150.51,57.7,38.56,60,51.9,21.12,24.46,21.56,9.14,25.11,15.58,67.39,50.18,127.06,98.6,38.79,43.02,39.25,47.78,108.21,69.11,32.63,55.74,37.44,20.87,122.03,37.95,23.91,146.9,29.92,26.63,125.32,NaN,37.27,98.32,23.01,46.95,40.01,102.98,NaN,35.68,34.69,119.36,191.55,NaN,39.27,24.56,56.45,29.86,45.04,36.49,174.96,82.19,29.66,54.26,14.21,25.62,20.82,24.47,28.11,27.12,45.4
20091113,47.52,93.4,NaN,28.44,423.25,159.74,54.8,39.25,57.85,52.68,21.58,24.75,21.8,9.23,25.49,15.8,68.81,51.15,126.48,98.9,39.53,43.77,37.95,49.12,109.74,68.94,32.91,56.3,38.01,20.8,123.32,38.67,24.64,143.35,30.16,27.07,123.4,NaN,36.89,98.32,23.12,46.35,39.28,103.57,NaN,36.08,35.83,117,185.4,NaN,39.12,25.05,56.35,30.25,45.58,37.05,174,81.86,29.78,54.62,14.18,25.83,21.02,24.65,28.17,27.62,45.92
20091116,50.04,89.4,NaN,30.61,394.5,173.29,50.7,40.28,55.15,53.58,21.97,24.99,22.33,9.32,25.87,16.21,70.62,52.05,130.81,95.6,40.03,44.74,36.3,50.68,111.63,69.34,33.77,57.85,38.99,21.01,125.27,39.99,26.34,135.75,30.32,28.58,116.52,NaN,35.82,96.04,23.76,43.95,37.57,105.16,NaN,37.14,38.98,110.52,170.85,NaN,40.29,26.39,57.65,31.9,46.54,38.07,171.2,81.13,30.44,56.12,14.34,26.46,21.26,24.8,28.47,28.09,47.96
20091117,50.2,89.15,NaN,29.02,412.75,171.71,51.4,40.13,55.4,53.2,21.6,25.26,22.17,9.21,25.72,16.24,71.61,51.61,131.11,95.35,39.76,44.61,36.4,50.87,111.97,69.32,33.76,57.85,38.36,21.3,125.25,39.9,26.15,136.75,30.01,28.41,116.96,NaN,35.72,95.96,23.75,42.95,37.47,105.29,NaN,37.22,38.9,110.8,170.85,NaN,40.48,26.35,57.85,32.58,46.29,37.32,168.8,81.39,30.82,56.02,14.38,26.41,21.36,24.93,28.55,27.85,48.81
20091118,50,89.25,NaN,30.71,390.75,167.01,52.5,39.8,56.3,53.02,21.49,25.2,22.32,9.11,25.77,16.13,70.35,51.54,133.75,93.45,39.94,44.01,37.35,50.33,112.25,69.1,33.57,57.73,39.08,21.61,124.7,39.53,25.71,138.2,30.1,28.27,117.68,NaN,35.75,94.48,23.5,43.35,37.49,105.22,NaN,37.2,38.65,111,171.45,NaN,40.67,26.28,58.65,32.19,46.3,38.09,165.32,81.5,30.82,55.79,14.5,26.26,21.24,24.91,28.72,27.77,48.68
20091119,47.56,93,NaN,28.25,417.25,155.52,55.6,39.03,58.3,51.95,20.99,24.8,21.9,8.89,25.31,15.83,69.7,50.62,126.46,98.2,39.27,43.06,38.95,50.44,112.3,69.28,32.86,56.23,38.2,21.12,122.13,37.89,23.85,145.75,30.01,26.81,123.72,NaN,36.73,97.76,22.63,44.85,38.97,103.77,NaN,36.2,35.4,116.88,184.35,NaN,39.66,24.97,56.55,31.1,45.31,37.1,169.44,82.93,30.32,54.48,14.21,25.84,20.92,24.78,28.57,27.44,47.85
20091120,47.15,93.8,NaN,27.83,424.75,154.59,56,38.86,58.8,51.64,20.77,24.65,21.67,8.96,24.95,15.58,68.94,50.1,124.56,99.95,38.57,42.99,39.1,50.16,112.94,69.26,32.5,56.16,37.87,21.07,121.37,37.53,23.41,148.1,29.98,26.8,123.84,NaN,36.91,98.84,22.51,45.05,39.27,103.38,NaN,35.97,35.31,117.12,185.25,NaN,39.42,24.91,55.95,30.93,44.71,36.8,164.96,82.08,30.21,53.95,14.12,25.79,20.81,24.82,28.78,27.29,47.72
20091123,48.81,90.4,NaN,28.77,410,163.07,52.7,39.71,56.4,52.63,21.26,25.13,22.22,9.06,25.37,15.92,70.05,51.38,129.25,96.05,39.57,43.98,37.25,51.02,114.29,69.17,33.02,57.18,38.36,21.54,122.58,38.25,24.33,143.05,30.2,27.85,118.88,NaN,35.95,96.4,22.78,44.55,37.82,104.77,NaN,36.92,37.15,112.76,175.2,NaN,39.38,25.79,57.35,31.23,45.81,37.33,155.2,81.1,30.54,54.68,14.33,26.29,21.19,25.05,29.06,27.54,48
20091124,48.95,90.3,NaN,27.42,428.75,160.69,53.5,39.48,56.95,52.4,20.88,24.9,22.19,8.93,25.42,15.9,70.59,51.72,126.8,97.75,39.67,43.4,38.25,50.79,114.73,69.22,33.07,56.91,37.72,21.4,122.31,38.08,24.19,144,30.22,27.5,120.44,NaN,35.96,97.56,22.95,44.65,37.74,104.94,NaN,36.96,36.59,113.8,178.05,NaN,38.58,25.53,56.65,31.16,45.72,36.7,153.64,80.83,30.5,55.01,14.22,26.06,21.15,25.11,29.3,27.51,48.18
20091125,49.6,89.15,NaN,27.76,423.5,166.34,51.7,39.96,55.55,53.15,21.46,25.36,22.47,9.09,25.82,16.09,71.71,52.7,126.43,98.25,40.33,43.54,38,52.17,116.62,69.26,33.6,56.9,37.89,21.38,123.17,38.65,24.94,140.2,30.46,27.44,120.64,NaN,35.65,97.56,23.08,43.25,37.29,105.33,NaN,37.22,36.55,113.84,177.9,NaN,39.5,25.52,56.45,32.24,46.52,36.87,150.96,80.52,31.03,55.46,14.19,26.29,21.19,25.06,29.49,27.79,49.24
20091127,47.13,93.45,NaN,25.17,459.5,148.28,57.8,38.34,60,51.51,20.29,24.57,21.73,9.01,24.88,15.77,69.43,51.03,116.35,106.2,38.55,41.5,41.25,50.16,115.06,68.66,33.19,55.15,36.67,20.73,120.57,37.07,23.22,148.85,30.09,26.21,126.32,NaN,36.81,103.16,22.83,45.45,39.14,103.52,NaN,36.01,33.89,119.56,190.8,NaN,38.5,24.27,53.45,30.68,44.59,35.65,160.48,82.8,30.12,54.37,13.8,25.75,20.83,24.81,29.18,27.22,47.66
20091130,47.58,92.45,NaN,28.23,406.25,152.36,55.7,38.73,58.8,51.69,20.8,24.79,21.81,9.21,24.89,15.38,70.32,51.22,125.23,97.95,38.6,42.09,40.3,50.45,115.64,68.94,32.71,55.66,38.24,21.51,120.92,37.21,23.48,146.95,29.95,26.4,125.12,NaN,36.55,97.76,22.89,45.1,38.72,103.89,NaN,36.25,34.27,118.6,189,NaN,39.15,24.39,56.15,30.74,44.37,37.17,161.12,83.23,30.27,54.17,14.18,25.84,20.87,24.71,29.07,27.22,47.81
20091201,49.34,89.2,NaN,29.48,389.5,164.94,51.2,39.89,55.45,53.21,21.37,25.61,22.29,9.54,25.49,15.8,72.77,52.77,126.2,97,39.71,43.29,38.15,53.02,117.38,69.36,33.32,56.56,38.8,21.48,122.77,38.26,24.6,140.45,30.41,27.12,122,NaN,35.67,97.04,23.63,43.65,37.4,105.25,NaN,37.09,35.84,114.84,179.85,NaN,39.62,25.16,56.45,31.76,45.74,37.79,155.16,81.57,30.9,54.92,14.19,26.29,21.22,25.08,29.61,27.67,48.7
20091202,49.56,88.75,NaN,30.88,372.5,167.48,50.6,40.06,54.95,53.3,21.35,25.62,22.26,9.49,25.59,15.94,73.64,52.81,125.81,97.25,39.88,43.39,37.95,54.12,119.18,69.45,33.33,57.26,39.45,21.58,123.57,38.81,25.19,138.05,30.49,27.7,119.36,NaN,35.65,97.04,23.84,42.5,37.34,105.2,NaN,37.15,37.16,112.16,173.55,NaN,38.84,25.78,56.45,32.67,45.89,38.49,154.36,81.69,31.22,54.58,14.18,26.21,21.19,25.05,29.54,27.76,49.66
20091203,48.31,91,NaN,29.88,382,163.94,52,39.67,55.85,53.17,21.09,25.13,21.95,9.64,25.48,15.7,72.73,51.24,119.1,102.5,39.46,43.07,38.4,52.87,118.7,69.56,32.27,56.53,39.07,20.91,122.18,37.98,24.36,141.65,30.12,26.97,122.4,NaN,36.23,100.64,24.2,44,38.13,104.33,NaN,36.55,35.85,114.76,179.7,NaN,38.52,25.19,54.45,31.42,45.4,38,157.56,81.86,30.68,53.66,13.88,26.08,21.2,24.84,29.39,27.56,48.53
20091204,49.18,89.35,NaN,32.64,347.75,166.57,50.4,40.05,55.05,52.97,20.99,24.79,22.03,9.64,25.56,15.74,71.75,50.89,124.78,97.45,39.47,43.72,37.3,50.03,113.75,69.91,32.26,57.99,40.26,21.4,123.96,39.07,25.36,136.65,30.06,28.25,116.24,NaN,35.82,97.24,24.57,45.45,37.52,104.96,NaN,36.95,38.42,109.2,166.5,NaN,38.33,26.36,56.25,30.44,45.34,39.27,153.76,82.04,30.32,53.25,14.15,26.5,21.34,24.98,29.37,27.75,47.39
20091207,48.93,89.75,NaN,30.59,369.5,163.42,51.6,39.69,55.85,52.66,20.6,24.86,21.93,9.56,25.42,15.63,71.62,50.68,119.85,101.2,39.21,43.03,38.4,49.1,113.11,70.02,32.11,58.08,39.47,21.02,123.87,38.96,25.32,136.95,30.21,28.32,116.12,NaN,35.95,99.88,24.55,45.2,37.75,104.79,NaN,36.81,38.57,108.8,165.6,NaN,37.49,26.45,54.75,30.49,45.16,38.34,152.48,81.53,30.36,53.12,13.91,26.4,21.3,24.95,29.33,27.84,47.41
20091208,47.33,92.6,NaN,29.99,375.25,154.08,54.5,38.92,57.9,51.68,20.14,24.28,21.37,9.58,24.92,15.25,69.86,49.83,117.01,103.65,38.2,42.04,40.05,47.09,110.95,70.12,31.32,57.61,39.2,21.01,122.83,38.37,24.46,140.55,29.68,27.97,117.88,NaN,36.7,101.48,24.37,46.85,38.93,103.56,NaN,36.03,37.71,110.64,169.5,NaN,36.85,26.04,53.95,29.39,43.93,38.09,156.72,83.51,29.84,52.17,13.78,25.97,21.1,24.64,29.09,27.62,46.33
20091209,47.84,91.7,NaN,29.88,378,156.44,53.6,39.17,57.25,51.61,20.28,24.55,21.42,9.62,24.84,15.26,70.34,49.93,118.03,102.75,37.98,41.97,40.25,48.13,110.84,70.12,31.62,57.42,39.14,21.01,122.93,38.42,24.61,140.15,29.62,27.88,117.88,NaN,36.44,100.92,24.47,45.45,38.49,103.97,NaN,36.26,37.4,111.04,170.4,NaN,35.87,25.96,54.25,30.32,43.79,38,155.8,83.74,30.24,52.17,13.83,26.1,21.31,24.69,29.35,27.62,47.91
20091210,48.74,90,NaN,29.48,384,159.98,52.8,39.41,56.6,51.78,20.54,24.76,21.48,9.54,24.89,15.29,70.87,50.33,117.78,103,38.25,41.92,40.3,48.08,110.82,70.55,32.03,57.18,39.01,20.8,123.75,38.89,25.14,137.35,30.03,27.64,119.12,NaN,36.05,101,24.39,45.4,37.87,104.59,NaN,36.68,36.94,112,172.95,NaN,35.73,25.71,54.15,30.29,44.09,37.83,153.16,82.97,30.12,52.85,13.81,26.22,21.41,24.78,29.67,28.07,48.05
20091211,49.47,88.7,NaN,30.86,365.25,160.17,52,39.56,56.1,51.76,20.43,24.49,21.55,9.59,24.89,15.31,71.29,51,120.03,100.85,38.44,41.97,40.2,47.16,109.32,70.6,31.96,57.74,39.65,21.04,124.86,39.56,25.83,134.2,30.4,28.17,116.6,NaN,35.7,99.4,24.19,45.3,37.28,105.06,NaN,37.03,37.92,109.84,168,NaN,35.48,26.18,54.85,30.46,44.03,38.52,152.4,82.96,30.21,52.88,13.91,26.5,21.36,24.93,29.67,28.36,48.31
20091214,50.55,86.75,NaN,32.66,345,163.87,51.2,39.84,55.35,52.3,20.64,24.89,21.76,9.61,25.1,15.55,71.99,52.28,122.83,98.5,38.69,42.15,40.05,47.81,110.24,71.3,32.54,58.65,40.52,21.12,126.57,40.67,27.06,128.65,30.5,29.15,112.44,NaN,35.23,97.96,24.55,43.7,36.59,105.82,NaN,37.52,39.64,106.52,160.5,NaN,35.58,26.98,55.75,31.41,44.51,39.31,149.6,82.4,30.68,53.45,13.99,26.88,21.54,25.03,29.96,28.59,49.38
20091215,49.9,87.85,NaN,31.67,355.25,159.22,52.6,39.41,56.55,51.68,20.3,24.77,21.57,9.53,24.9,15.41,71.29,51.5,117.53,102.8,38.28,41.67,40.8,46.82,110.21,71.21,32.59,58.48,40.1,20.58,126.47,40.55,26.75,129.9,30.22,29.05,113.12,NaN,35.57,100.72,24.3,44.4,37.12,105.3,NaN,37.16,39.37,107.16,161.7,NaN,35.93,26.81,54.25,31,44.04,38.87,147.28,81.67,30.36,53.63,13.76,26.8,21.4,24.92,29.97,28.55,49.31
20091216,50.25,87.2,NaN,32.32,348,160.97,51.6,39.65,55.75,52.33,20.21,25.02,21.92,9.67,25.12,15.54,70.97,51.68,119.58,100.95,38.99,41.33,41.35,47.55,111.59,71.41,32.96,58.87,40.37,20.49,127.18,41.02,27.29,127.65,30,29.45,111.4,NaN,35.45,99.44,24.48,43.35,36.94,105.47,NaN,37.29,40.06,105.76,158.55,NaN,36.74,27.15,54.95,31.77,44.72,39.19,141.52,80.79,30.69,53.99,13.85,26.68,21.47,24.79,29.81,28.58,49.58
20091217,48.44,90.35,NaN,31.77,353.25,147.44,56,38.46,59.05,51.01,19.86,24.47,21.33,9.54,24.54,15.13,67.4,51.26,114.28,105.55,37.82,40.14,43.45,44.54,107.34,71.36,32.37,58.19,40.08,20.15,126.16,40.26,26.37,131.55,29.71,28.89,113.52,NaN,36.33,102.36,24.03,45.45,38.3,104.13,NaN,36.38,38.75,108.16,163.65,NaN,36.36,26.58,53.25,30.2,43.36,38.92,143.4,81.43,29.96,53.51,13.58,26.37,21.2,24.47,29.52,28.22,48.38
20091218,49.21,88.8,NaN,32.38,346.5,148.69,55.6,38.57,58.6,51.14,20,24.58,21.48,9.51,24.49,15.15,67.65,51.13,118.73,101.25,37.72,39.89,44.25,45.63,108.95,71.31,32.53,58.75,40.43,20.57,126.58,40.48,26.73,129.55,29.66,29.45,111.36,NaN,35.88,99.72,24.52,45.35,37.6,104.75,NaN,36.78,39.74,106.04,159.45,NaN,36.66,27.01,54.75,30.29,43.28,39.21,140.96,80.44,29.93,53.81,13.79,26.36,21.53,24.41,29.69,28.37,48.87
20091221,50.75,86.1,NaN,33.71,333,148.01,55.8,38.52,58.75,51.3,19.74,24.73,21.53,9.49,24.83,15.11,67.22,50.04,122.85,97.7,38.35,39.99,43.85,44.75,106.95,71.57,32.92,59.56,40.98,20.91,128.03,41.64,27.79,125.1,30.18,30.3,108.04,NaN,35.19,97.28,25.07,44.15,36.56,105.87,NaN,37.49,41.33,103.48,153.45,NaN,36.16,27.77,56.05,31.03,43.71,39.81,136.52,77.82,30.4,54.48,14,26.57,21.73,24.55,29.98,28.75,49.83
20091222,51.46,85.05,NaN,34.87,322.5,151.99,54.2,38.92,57.55,51.65,19.86,25.06,21.73,9.56,24.94,15.31,68.11,50.44,124.28,96.55,38.58,39.93,43.95,44.85,106.17,71.76,33.12,60.14,41.47,20.99,129.33,42.29,28.47,122.4,30.22,30.93,105.96,NaN,34.9,96.4,25.13,43.35,36.1,106.27,NaN,37.8,42.52,101.36,148.5,NaN,36.56,28.28,56.45,31.53,44.3,40.28,133.44,76.71,30.59,54.75,14.03,26.6,21.91,24.73,30.12,28.73,50.49
20091223,51.93,84.25,NaN,36.11,310.25,156.14,52.6,39.32,56.5,52.15,20.16,25.39,21.89,9.59,25.12,15.42,68.78,51.31,123.56,97.05,39.07,40.37,42.9,46.38,106.55,71.97,33.6,60.95,41.99,20.71,130.3,42.99,29.04,120,30.33,31.68,103.2,NaN,34.76,96.64,25.1,41.7,35.85,106.49,NaN,37.96,44.21,98.64,142.65,NaN,37.74,29.03,56.27,32.78,44.56,40.82,131.52,75.72,31.09,55.2,13.97,26.65,22,24.75,30.02,28.92,52.01
20091224,52.77,82.9,NaN,37.52,299,161.04,51.1,39.73,55.25,52.37,20.61,25.5,22.04,9.66,25.17,15.5,69.84,52.08,126.25,94.9,39.19,40.99,41.8,46.41,108.36,72.3,33.74,61.19,42.58,20.94,130.97,43.42,29.65,118,30.38,31.91,102.32,NaN,34.37,95.28,25.52,41.1,35.28,107.02,NaN,38.39,44.69,98,141.15,NaN,38.2,29.23,57.07,33.24,44.64,41.48,130.4,75.17,31.35,55.47,14.1,26.76,22.21,24.85,30.02,28.94,52.59
20091228,52.94,82.65,NaN,38.15,293.5,162.68,50.5,39.87,54.9,52.61,20.66,25.62,22.15,9.62,25.43,15.49,70.18,52.49,125.75,95.15,39.51,40.79,42.15,46.32,108.55,72.04,33.76,61.09,42.75,20.76,130.9,43.42,29.52,118.35,30.48,31.85,102.68,NaN,34.29,95.52,25.24,41.15,35.12,107.26,NaN,38.49,44.62,98,141.45,NaN,38.86,29.2,57.07,33.26,45,41.7,130.44,75.33,31.38,55.57,14.05,26.71,22.28,24.9,30.18,28.92,52.08
20091229,52.71,83.05,NaN,36.49,305.5,160.87,51,39.73,55.2,52.7,20.89,25.57,22.12,9.66,25.54,15.49,70.41,52.38,124.46,96.2,39.51,40.65,42.35,45.88,107.47,71.57,33.55,61.06,42.07,20.73,130.68,43.17,29.31,119,30.5,31.78,102.84,NaN,34.36,96.12,25.12,41.35,35.29,107.1,NaN,38.42,44.53,98.32,141.9,NaN,38.84,29.14,56.67,32.94,44.95,41.01,130.4,74.83,31.43,55.19,13.99,26.79,22.25,24.95,30.14,29.02,51.34
20091230,52.54,83.2,NaN,36.67,304.5,163.16,50.4,39.91,54.8,52.47,20.88,25.31,21.88,9.55,25.29,15.6,70.69,52.51,124.61,95.95,39.09,40.62,42.45,45.32,106.93,71.94,33.39,61.02,42.15,20.66,130.18,42.89,29.16,119.6,30.37,31.81,102.64,NaN,34.42,96,25.6,41.35,35.3,107.06,NaN,38.32,44.47,98.28,141.75,NaN,39.14,29.07,56.57,33,44.74,41.08,132.72,75.44,31.39,55.13,14,26.65,22.33,24.9,30.05,28.81,51.26
20091231,50.96,85.55,NaN,34.62,320,164.63,49.9,40.05,54.5,52.08,20.92,25.45,21.77,9.47,25,15.49,70.77,52.23,123.06,97.15,38.6,40.87,41.95,45.66,107.31,72.08,33.2,60.27,41.24,20.59,128.51,41.65,28.17,123.3,30.03,30.9,105.32,NaN,35.05,96.92,25.37,42.45,36.29,105.98,NaN,37.6,42.63,100.76,147.9,NaN,39.28,28.33,55.97,32.14,44.27,40.3,136.28,76.85,30.93,54.67,13.97,26.3,22.13,24.64,29.63,28.53,50.66
20100104,53.65,81.3,NaN,33.98,326.75,179.47,45.3,41.26,51.2,53.53,21.8,26.04,22.23,9.72,25.92,15.8,73.35,54.22,129.38,92.2,40.02,41.75,40.1,47.16,109.8,72.77,34.34,61.81,41.13,21.13,130.72,43.21,29.59,117.5,30.11,32.26,101,NaN,33.91,93.76,25.86,39.45,34.53,107.87,NaN,38.82,46.04,95.8,136.05,NaN,40.27,29.78,57.97,34.41,45.75,40.11,130.84,75.05,31.96,56.47,14.26,26.83,22.47,24.84,30.17,28.76,53.27
20100105,54.17,80.55,NaN,34.19,325,183.06,44.6,41.57,50.5,53.58,21.87,26.19,22.12,9.78,25.85,15.91,73.44,54.69,134.36,88.6,39.82,42.64,38.7,47.62,109.7,73.19,34.7,61.59,41.24,21.6,131.06,43.44,30.04,115.9,30.09,32.02,101.6,NaN,33.7,91.64,25.7,38.8,34.23,108.17,NaN,39.08,45.55,96.4,137.55,NaN,40.41,29.57,59.17,34.91,45.67,40.06,128.36,74.28,32.07,56.95,14.53,26.93,22.44,24.85,29.86,28.87,54.05
20100106,54.32,80.2,NaN,33.91,327,184.62,44.2,41.66,50.15,53.82,21.96,26.4,22.26,9.82,25.99,15.92,73.95,54.71,135.28,88.05,39.76,43.17,37.65,48.79,111.51,73.42,35.16,61.53,41.22,21.89,131.79,43.94,30.42,114.35,30.12,32.01,101.76,NaN,33.64,91.2,25.63,37.25,34.13,108.25,NaN,39.11,45.48,96.6,138,NaN,40.97,29.54,59.47,36.23,45.97,39.98,124.8,73.31,32.65,57.66,14.56,26.99,22.18,24.83,30.18,28.91,56.21
