Date,CL_2007F,CL_2007G,CL_2007H,CL_2007J,CL_2007K,CL_2007M,CL_2007N,CL_2007Q,CL_2007U,CL_2007V,CL_2007X,CL_2007Z,CL_2008F,CL_2008G,CL_2008H,CL_2008J,CL_2008K,CL_2008M,CL_2008N,CL_2008Q,CL_2008U,CL_2008V,CL_2008X,CL_2008Z,CL_2009F,CL_2009G,CL_2009H,CL_2009J,CL_2009K,CL_2009M,CL_2009N,CL_2009Q,CL_2009U,CL_2009V,CL_2009X,CL_2009Z,CL_2010F,CL_2010G,CL_2010H,CL_2010J,CL_2010K,CL_2010M,CL_2010N,CL_2010Q,CL_2010U,CL_2010V,CL_2010X,CL_2010Z,CL_2011F,CL_2011G,CL_2011H,CL_2011J,CL_2011K,CL_2011M,CL_2011N,CL_2011Q,CL_2011U,CL_2011V,CL_2011X,CL_2011Z,CL_2012F,CL_2012G,CL_2012H,CL_2012J,CL_2012K,CL_2012M,CL_2012N,CL_2012Q,CL_2012U,CL_2012V,CL_2012X,CL_2012Z,CL_2013F,CL_2013G,CL_2013H,CL_2013J,CL_2013K,CL_2013M,CL_2013N,CL_2013Q,CL_2013U,CL_2013V,CL_2013X,CL_2013Z,CL_2014F,CL_2014G,CL_2014H,CL_2014J,CL_2014K
20080701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,140.97,141.58,141.98,142.28,142.47,142.59,142.65,142.65,142.52,142.37,142.18,141.96,141.74,141.53,141.32,141.12,140.9,140.63,140.45,140.27,140.11,139.95,139.79,139.63,139.47,139.31,139.15,138.99,138.87,138.71,138.55,138.4,138.25,138.1,137.98,137.87,137.78,137.71,137.64,137.58,137.52,137.46,137.4,137.35,137.3,137.25,137.21,137.18,137.15,137.12,137.09,137.07,137.06,137.05,137.04,137.04,137.05,137.06,137.07,137.09,137.11,137.13,137.15,137.17,137.2,NaN,NaN,NaN,NaN,NaN
20080702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,143.57,144.14,144.5,144.77,144.97,145.12,145.21,145.22,145.1,144.96,144.77,144.54,144.31,144.09,143.87,143.66,143.44,143.19,143.02,142.86,142.71,142.56,142.41,142.26,142.11,141.96,141.82,141.68,141.57,141.42,141.27,141.12,140.98,140.84,140.72,140.61,140.53,140.46,140.4,140.34,140.28,140.23,140.18,140.14,140.1,140.06,140.03,140.01,139.99,139.97,139.95,139.94,139.94,139.93,139.92,139.92,139.92,139.92,139.93,139.94,139.96,139.98,140,140.02,140.04,NaN,NaN,NaN,NaN,NaN
20080703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.29,145.86,146.12,146.31,146.5,146.68,146.79,146.81,146.68,146.53,146.34,146.1,145.87,145.64,145.42,145.2,144.98,144.75,144.59,144.44,144.29,144.15,144.01,143.88,143.75,143.62,143.5,143.38,143.28,143.13,142.98,142.83,142.69,142.55,142.43,142.32,142.24,142.17,142.1,142.04,141.98,141.93,141.88,141.84,141.8,141.77,141.74,141.72,141.7,141.68,141.67,141.66,141.66,141.65,141.64,141.63,141.62,141.62,141.62,141.62,141.63,141.64,141.65,141.66,141.67,NaN,NaN,NaN,NaN,NaN
20080707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,141.37,142.03,142.42,142.74,143.02,143.28,143.48,143.57,143.5,143.42,143.3,143.12,142.95,142.78,142.62,142.46,142.3,142.13,142.04,141.96,141.88,141.8,141.72,141.65,141.58,141.51,141.45,141.39,141.35,141.24,141.13,141.02,140.91,140.8,140.71,140.63,140.58,140.54,140.5,140.47,140.44,140.39,140.34,140.3,140.27,140.24,140.22,140.2,140.18,140.17,140.16,140.16,140.16,140.14,140.12,140.1,140.08,140.07,140.06,140.05,140.05,140.05,140.06,140.07,140.08,NaN,NaN,NaN,NaN,NaN
20080708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136.04,136.73,137.21,137.66,138.05,138.39,138.66,138.82,138.84,138.81,138.74,138.6,138.47,138.34,138.22,138.11,138,137.85,137.78,137.72,137.66,137.6,137.54,137.49,137.45,137.41,137.37,137.34,137.32,137.23,137.14,137.05,136.96,136.87,136.8,136.74,136.71,136.69,136.67,136.66,136.65,136.61,136.57,136.54,136.52,136.5,136.48,136.47,136.46,136.46,136.46,136.46,136.47,136.46,136.45,136.44,136.43,136.43,136.43,136.43,136.44,136.45,136.46,136.48,136.5,NaN,NaN,NaN,NaN,NaN
20080709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136.05,136.72,137.19,137.63,138.01,138.32,138.55,138.69,138.72,138.69,138.62,138.48,138.35,138.22,138.1,137.98,137.87,137.72,137.65,137.58,137.52,137.46,137.4,137.35,137.3,137.26,137.22,137.19,137.17,137.07,136.97,136.88,136.79,136.7,136.63,136.56,136.53,136.51,136.49,136.47,136.46,136.41,136.37,136.33,136.3,136.28,136.26,136.24,136.22,136.21,136.2,136.2,136.21,136.2,136.19,136.19,136.19,136.19,136.19,136.19,136.2,136.21,136.22,136.24,136.26,NaN,NaN,NaN,NaN,NaN
20080710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,141.65,142.33,142.76,143.15,143.44,143.67,143.83,143.9,143.82,143.67,143.47,143.24,143.04,142.85,142.67,142.49,142.32,142.1,141.96,141.82,141.69,141.56,141.43,141.31,141.19,141.08,140.97,140.87,140.78,140.64,140.5,140.36,140.23,140.1,139.98,139.87,139.78,139.7,139.64,139.58,139.54,139.48,139.43,139.38,139.33,139.29,139.25,139.21,139.17,139.14,139.12,139.11,139.11,139.09,139.08,139.07,139.06,139.05,139.05,139.05,139.05,139.05,139.06,139.07,139.08,NaN,NaN,NaN,NaN,NaN
20080711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.08,145.66,145.96,146.2,146.35,146.47,146.54,146.54,146.42,146.22,145.98,145.73,145.49,145.26,145.04,144.82,144.61,144.33,144.12,143.91,143.71,143.52,143.34,143.17,143,142.85,142.7,142.56,142.44,142.28,142.12,141.96,141.81,141.66,141.52,141.39,141.28,141.18,141.1,141.02,140.96,140.89,140.83,140.77,140.71,140.66,140.61,140.56,140.51,140.47,140.44,140.42,140.41,140.38,140.36,140.34,140.32,140.3,140.29,140.28,140.27,140.26,140.26,140.26,140.26,NaN,NaN,NaN,NaN,NaN
20080714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.18,145.78,146.13,146.43,146.68,146.85,146.93,146.94,146.86,146.69,146.5,146.32,146.14,145.96,145.79,145.62,145.45,145.21,145.04,144.87,144.71,144.55,144.4,144.26,144.13,144.01,143.89,143.78,143.69,143.53,143.37,143.21,143.06,142.91,142.77,142.64,142.53,142.43,142.35,142.27,142.21,142.13,142.06,142,141.94,141.89,141.84,141.79,141.74,141.69,141.65,141.62,141.61,141.57,141.54,141.52,141.5,141.48,141.46,141.44,141.43,141.42,141.41,141.4,141.39,NaN,NaN,NaN,NaN,NaN
20080715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,138.74,139.37,139.83,140.26,140.61,140.85,141,141.06,141,140.85,140.69,140.54,140.39,140.25,140.12,139.99,139.86,139.66,139.53,139.4,139.28,139.16,139.05,138.96,138.88,138.8,138.73,138.66,138.61,138.48,138.35,138.22,138.1,137.99,137.89,137.79,137.7,137.62,137.56,137.5,137.46,137.39,137.33,137.28,137.23,137.19,137.15,137.11,137.07,137.03,137,136.98,136.98,136.95,136.93,136.92,136.91,136.91,136.91,136.91,136.91,136.91,136.91,136.92,136.93,NaN,NaN,NaN,NaN,NaN
20080716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,134.6,135.32,135.83,136.3,136.71,137.02,137.24,137.36,137.35,137.24,137.13,137.02,136.9,136.81,136.73,136.64,136.55,136.4,136.29,136.18,136.07,135.96,135.86,135.78,135.71,135.64,135.58,135.52,135.49,135.37,135.25,135.13,135.02,134.92,134.82,134.72,134.63,134.55,134.5,134.45,134.42,134.34,134.27,134.21,134.15,134.1,134.05,134,133.95,133.9,133.87,133.85,133.85,133.82,133.8,133.79,133.78,133.77,133.76,133.75,133.74,133.74,133.74,133.74,133.74,NaN,NaN,NaN,NaN,NaN
20080717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,129.29,130.18,130.68,131.13,131.52,131.83,132.06,132.18,132.17,132.06,131.96,131.86,131.76,131.68,131.6,131.51,131.42,131.29,131.2,131.11,131.02,130.94,130.86,130.79,130.73,130.67,130.62,130.57,130.54,130.44,130.34,130.24,130.15,130.06,129.97,129.88,129.8,129.73,129.69,129.65,129.63,129.55,129.48,129.41,129.35,129.29,129.24,129.19,129.14,129.09,129.05,129.03,129.03,129,128.98,128.96,128.95,128.94,128.93,128.92,128.91,128.9,128.89,128.89,128.89,NaN,NaN,NaN,NaN,NaN
20080718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128.88,129.47,129.97,130.39,130.75,131.05,131.27,131.4,131.42,131.35,131.26,131.16,131.06,130.97,130.88,130.79,130.7,130.58,130.51,130.44,130.37,130.3,130.23,130.17,130.12,130.08,130.05,130.03,130.02,129.94,129.86,129.78,129.7,129.63,129.56,129.49,129.42,129.37,129.34,129.32,129.31,129.23,129.16,129.1,129.04,128.98,128.93,128.88,128.83,128.78,128.75,128.73,128.73,128.7,128.68,128.66,128.65,128.64,128.63,128.62,128.61,128.6,128.59,128.59,128.59,NaN,NaN,NaN,NaN,NaN
20080721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131.04,131.82,132.26,132.68,133.04,133.33,133.55,133.67,133.73,133.68,133.59,133.49,133.38,133.29,133.2,133.11,133.02,132.91,132.83,132.75,132.67,132.59,132.51,132.44,132.38,132.34,132.31,132.29,132.28,132.2,132.12,132.04,131.96,131.89,131.82,131.75,131.68,131.63,131.6,131.58,131.58,131.51,131.45,131.4,131.35,131.3,131.26,131.22,131.17,131.12,131.09,131.07,131.07,131.04,131.02,131,130.99,130.98,130.97,130.96,130.95,130.94,130.93,130.92,130.92,NaN,NaN,NaN,NaN,NaN
20080722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.95,128.42,128.97,129.47,129.9,130.24,130.5,130.67,130.79,130.78,130.73,130.67,130.59,130.53,130.47,130.41,130.35,130.26,130.2,130.14,130.08,130.02,129.96,129.92,129.89,129.86,129.84,129.83,129.83,129.77,129.71,129.65,129.59,129.54,129.5,129.46,129.42,129.39,129.38,129.38,129.38,129.33,129.29,129.26,129.23,129.2,129.18,129.16,129.13,129.1,129.08,129.07,129.07,129.05,129.04,129.03,129.02,129.01,129,128.99,128.98,128.97,128.97,128.97,128.97,NaN,NaN,NaN,NaN,NaN
20080723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124.44,125.04,125.49,125.88,126.19,126.44,126.62,126.75,126.76,126.73,126.69,126.64,126.61,126.58,126.55,126.52,126.46,126.43,126.4,126.37,126.34,126.31,126.29,126.27,126.26,126.26,126.26,126.27,126.23,126.19,126.15,126.11,126.08,126.06,126.04,126.02,126.01,126.01,126.01,126.01,125.98,125.96,125.94,125.92,125.91,125.9,125.89,125.88,125.87,125.87,125.87,125.88,125.86,125.85,125.85,125.85,125.85,125.85,125.85,125.85,125.85,125.86,125.87,125.88,NaN,NaN,NaN,NaN,NaN
20080724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125.49,125.97,126.33,126.6,126.79,126.91,126.99,127.03,126.97,126.87,126.72,126.56,126.42,126.28,126.14,126,125.8,125.63,125.46,125.3,125.14,124.98,124.84,124.7,124.57,124.46,124.35,124.25,124.14,124.04,123.94,123.84,123.74,123.65,123.56,123.47,123.4,123.33,123.27,123.22,123.16,123.11,123.07,123.03,122.99,122.95,122.91,122.87,122.84,122.81,122.79,122.77,122.74,122.72,122.71,122.7,122.69,122.68,122.67,122.66,122.65,122.65,122.65,122.65,NaN,NaN,NaN,NaN,NaN
20080725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123.26,123.82,124.28,124.62,124.86,125.03,125.14,125.2,125.16,125.07,124.93,124.77,124.63,124.49,124.35,124.21,124.02,123.84,123.66,123.49,123.32,123.15,123,122.86,122.72,122.6,122.48,122.37,122.23,122.1,121.98,121.86,121.74,121.63,121.52,121.41,121.31,121.21,121.12,121.04,120.96,120.89,120.83,120.77,120.71,120.65,120.59,120.53,120.48,120.43,120.39,120.35,120.32,120.3,120.28,120.26,120.24,120.22,120.2,120.19,120.18,120.17,120.16,120.15,NaN,NaN,NaN,NaN,NaN
20080728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124.73,125.29,125.75,126.09,126.32,126.47,126.57,126.62,126.56,126.44,126.28,126.11,125.96,125.82,125.68,125.54,125.35,125.16,124.97,124.78,124.59,124.4,124.23,124.07,123.92,123.79,123.66,123.54,123.38,123.23,123.09,122.96,122.83,122.71,122.59,122.47,122.36,122.25,122.15,122.06,121.96,121.87,121.79,121.71,121.63,121.55,121.48,121.41,121.35,121.29,121.24,121.19,121.14,121.11,121.08,121.05,121.02,120.99,120.96,120.93,120.9,120.88,120.86,120.84,NaN,NaN,NaN,NaN,NaN
20080729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,122.19,122.74,123.21,123.57,123.81,123.97,124.08,124.1,124.06,123.95,123.81,123.66,123.53,123.4,123.27,123.14,122.96,122.78,122.6,122.43,122.26,122.09,121.94,121.8,121.67,121.55,121.43,121.32,121.17,121.03,120.9,120.77,120.64,120.52,120.4,120.28,120.17,120.06,119.96,119.87,119.77,119.68,119.6,119.52,119.45,119.38,119.31,119.25,119.19,119.14,119.09,119.04,118.99,118.95,118.91,118.87,118.83,118.79,118.75,118.71,118.68,118.65,118.62,118.59,NaN,NaN,NaN,NaN,NaN
20080730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.77,127.2,127.57,127.85,127.99,128.06,128.08,128.04,127.95,127.8,127.63,127.44,127.25,127.06,126.88,126.71,126.51,126.32,126.13,125.94,125.75,125.56,125.39,125.23,125.08,124.94,124.8,124.67,124.49,124.32,124.16,124,123.84,123.69,123.55,123.41,123.27,123.13,123,122.88,122.76,122.65,122.54,122.43,122.33,122.23,122.14,122.05,121.96,121.88,121.8,121.73,121.65,121.58,121.51,121.44,121.37,121.3,121.23,121.17,121.11,121.05,120.99,120.93,NaN,NaN,NaN,NaN,NaN
20080731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124.08,124.51,124.95,125.29,125.46,125.51,125.48,125.41,125.25,125.08,124.9,124.7,124.5,124.3,124.11,123.93,123.74,123.56,123.38,123.21,123.04,122.87,122.72,122.58,122.45,122.32,122.19,122.07,121.89,121.72,121.56,121.4,121.24,121.09,120.95,120.81,120.67,120.53,120.4,120.28,120.16,120.05,119.94,119.83,119.73,119.63,119.54,119.45,119.36,119.28,119.2,119.13,119.05,118.98,118.92,118.86,118.8,118.74,118.68,118.62,118.57,118.52,118.47,118.42,NaN,NaN,NaN,NaN,NaN
20080801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125.1,125.5,125.94,126.3,126.54,126.66,126.66,126.6,126.47,126.32,126.15,125.97,125.79,125.62,125.45,125.29,125.11,124.94,124.78,124.64,124.5,124.36,124.24,124.13,124.03,123.94,123.86,123.78,123.64,123.51,123.39,123.27,123.16,123.05,122.95,122.85,122.75,122.66,122.57,122.49,122.4,122.32,122.24,122.17,122.1,122.04,121.99,121.94,121.89,121.84,121.8,121.76,121.71,121.66,121.62,121.59,121.56,121.53,121.5,121.47,121.44,121.41,121.38,121.36,NaN,NaN,NaN,NaN,NaN
20080804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,121.41,121.69,122.08,122.39,122.61,122.74,122.75,122.7,122.58,122.44,122.27,122.09,121.91,121.74,121.57,121.41,121.24,121.09,120.96,120.84,120.72,120.6,120.51,120.44,120.37,120.31,120.25,120.19,120.08,119.99,119.9,119.81,119.72,119.64,119.56,119.49,119.42,119.36,119.3,119.24,119.16,119.09,119.02,118.95,118.89,118.84,118.8,118.76,118.72,118.68,118.64,118.61,118.57,118.53,118.5,118.47,118.45,118.43,118.41,118.39,118.37,118.35,118.33,118.31,NaN,NaN,NaN,NaN,NaN
20080805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.17,119.22,119.42,119.66,119.83,119.93,119.95,119.88,119.74,119.57,119.35,119.12,118.89,118.67,118.45,118.25,118.04,117.86,117.71,117.57,117.43,117.29,117.18,117.08,116.99,116.9,116.81,116.72,116.61,116.52,116.43,116.34,116.26,116.18,116.1,116.03,115.97,115.91,115.85,115.79,115.71,115.64,115.57,115.51,115.45,115.4,115.36,115.32,115.28,115.25,115.22,115.19,115.15,115.11,115.08,115.06,115.04,115.02,115,114.98,114.96,114.94,114.92,114.91,NaN,NaN,NaN,NaN,NaN
20080806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118.58,118.44,118.59,118.81,118.96,119.05,119.06,118.99,118.85,118.68,118.47,118.25,118.03,117.82,117.61,117.42,117.22,117.05,116.91,116.78,116.65,116.52,116.41,116.31,116.22,116.13,116.04,115.95,115.84,115.74,115.64,115.54,115.45,115.36,115.28,115.21,115.15,115.09,115.03,114.97,114.89,114.81,114.74,114.67,114.61,114.56,114.51,114.47,114.43,114.39,114.36,114.33,114.29,114.26,114.23,114.21,114.19,114.17,114.15,114.13,114.11,114.1,114.09,114.08,NaN,NaN,NaN,NaN,NaN
20080807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.02,119.78,119.78,119.82,119.82,119.8,119.75,119.66,119.52,119.35,119.13,118.91,118.69,118.47,118.25,118.05,117.82,117.62,117.45,117.29,117.13,116.97,116.83,116.7,116.58,116.46,116.34,116.22,116.09,115.98,115.87,115.76,115.66,115.56,115.47,115.39,115.31,115.24,115.17,115.1,115.01,114.93,114.86,114.79,114.72,114.66,114.61,114.56,114.51,114.47,114.43,114.4,114.37,114.35,114.33,114.31,114.29,114.27,114.26,114.25,114.24,114.23,114.23,114.23,NaN,NaN,NaN,NaN,NaN
20080808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115.2,115.4,115.77,116.11,116.32,116.42,116.46,116.45,116.4,116.27,116.1,115.93,115.76,115.59,115.42,115.26,115.06,114.88,114.74,114.61,114.48,114.35,114.24,114.14,114.05,113.97,113.89,113.81,113.67,113.55,113.43,113.31,113.2,113.09,112.99,112.9,112.81,112.73,112.65,112.58,112.49,112.4,112.32,112.24,112.16,112.09,112.02,111.96,111.9,111.85,111.81,111.78,111.74,111.71,111.68,111.65,111.62,111.59,111.57,111.55,111.53,111.52,111.51,111.5,NaN,NaN,NaN,NaN,NaN
20080811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114.45,114.66,115.04,115.38,115.61,115.73,115.8,115.84,115.82,115.72,115.59,115.46,115.32,115.18,115.04,114.9,114.72,114.56,114.44,114.33,114.22,114.11,114.01,113.92,113.84,113.77,113.7,113.63,113.49,113.37,113.26,113.15,113.05,112.95,112.86,112.78,112.7,112.62,112.55,112.48,112.39,112.3,112.22,112.14,112.06,111.99,111.92,111.86,111.8,111.75,111.71,111.68,111.63,111.59,111.56,111.53,111.5,111.47,111.44,111.42,111.4,111.38,111.37,111.36,NaN,NaN,NaN,NaN,NaN
20080812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113.01,113.13,113.52,113.88,114.09,114.21,114.28,114.31,114.29,114.18,114.04,113.9,113.76,113.62,113.48,113.34,113.16,113.01,112.9,112.79,112.68,112.58,112.49,112.41,112.33,112.26,112.19,112.12,111.98,111.85,111.73,111.61,111.5,111.39,111.29,111.2,111.11,111.02,110.94,110.87,110.77,110.67,110.58,110.49,110.41,110.33,110.26,110.19,110.13,110.08,110.04,110,109.94,109.89,109.84,109.79,109.74,109.69,109.65,109.61,109.57,109.53,109.5,109.48,NaN,NaN,NaN,NaN,NaN
20080813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116,115.99,116.27,116.58,116.79,116.89,116.94,116.96,116.93,116.8,116.62,116.43,116.24,116.05,115.87,115.69,115.48,115.3,115.16,115.02,114.88,114.75,114.63,114.52,114.41,114.31,114.21,114.11,113.96,113.82,113.69,113.56,113.44,113.32,113.21,113.11,113.01,112.91,112.82,112.74,112.64,112.54,112.45,112.36,112.27,112.19,112.11,112.04,111.97,111.91,111.87,111.83,111.75,111.68,111.61,111.55,111.49,111.43,111.37,111.31,111.25,111.2,111.16,111.13,NaN,NaN,NaN,NaN,NaN
20080814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115.01,115.03,115.37,115.72,115.96,116.11,116.19,116.22,116.2,116.08,115.9,115.72,115.55,115.39,115.23,115.07,114.87,114.7,114.58,114.46,114.34,114.23,114.13,114.03,113.94,113.85,113.76,113.67,113.53,113.4,113.28,113.16,113.06,112.96,112.87,112.78,112.69,112.61,112.53,112.46,112.37,112.29,112.21,112.14,112.07,112,111.94,111.88,111.83,111.79,111.76,111.74,111.67,111.61,111.55,111.5,111.45,111.41,111.37,111.33,111.29,111.25,111.22,111.19,NaN,NaN,NaN,NaN,NaN
20080815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113.77,113.94,114.41,114.86,115.17,115.4,115.54,115.62,115.63,115.55,115.41,115.27,115.15,115.03,114.91,114.79,114.66,114.54,114.46,114.38,114.31,114.25,114.19,114.13,114.07,114.01,113.96,113.91,113.81,113.72,113.64,113.56,113.5,113.45,113.41,113.37,113.33,113.29,113.25,113.22,113.16,113.11,113.07,113.03,112.99,112.95,112.92,112.89,112.88,112.87,112.87,112.88,112.84,112.81,112.78,112.76,112.74,112.73,112.72,112.71,112.7,112.69,112.69,112.69,NaN,NaN,NaN,NaN,NaN
20080818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.87,112.89,113.32,113.72,114,114.21,114.35,114.42,114.43,114.34,114.2,114.06,113.93,113.8,113.67,113.54,113.4,113.27,113.17,113.08,112.99,112.91,112.83,112.75,112.67,112.6,112.54,112.48,112.37,112.27,112.18,112.09,112.01,111.94,111.88,111.82,111.77,111.72,111.67,111.63,111.57,111.52,111.48,111.44,111.4,111.36,111.33,111.3,111.29,111.28,111.28,111.29,111.26,111.23,111.21,111.19,111.17,111.16,111.15,111.14,111.14,111.14,111.14,111.14,NaN,NaN,NaN,NaN,NaN
20080819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114.53,114.54,114.93,115.3,115.58,115.78,115.91,115.96,115.96,115.86,115.72,115.58,115.45,115.32,115.19,115.06,114.91,114.77,114.66,114.55,114.44,114.34,114.24,114.14,114.05,113.97,113.89,113.82,113.69,113.58,113.47,113.37,113.28,113.19,113.11,113.04,112.97,112.91,112.85,112.79,112.73,112.67,112.62,112.57,112.53,112.49,112.45,112.42,112.4,112.39,112.39,112.39,112.36,112.33,112.3,112.28,112.26,112.24,112.23,112.22,112.21,112.2,112.2,112.2,NaN,NaN,NaN,NaN,NaN
20080820,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114.98,115.56,116.03,116.51,116.9,117.19,117.38,117.49,117.55,117.52,117.43,117.34,117.25,117.16,117.07,116.98,116.85,116.73,116.63,116.53,116.43,116.34,116.26,116.18,116.11,116.04,115.98,115.92,115.81,115.71,115.61,115.52,115.44,115.36,115.29,115.23,115.17,115.11,115.06,115.01,114.95,114.89,114.84,114.8,114.76,114.73,114.7,114.68,114.67,114.66,114.66,114.66,114.63,114.6,114.57,114.56,114.55,114.54,114.53,114.52,114.51,114.51,114.51,114.51,NaN,NaN,NaN,NaN,NaN
20080821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,121.18,121.72,122.27,122.75,123.13,123.4,123.58,123.71,123.75,123.73,123.71,123.7,123.69,123.67,123.62,123.52,123.43,123.34,123.26,123.18,123.1,123.03,122.96,122.9,122.84,122.78,122.73,122.62,122.52,122.43,122.35,122.28,122.21,122.15,122.1,122.05,122,121.95,121.9,121.84,121.78,121.73,121.69,121.66,121.64,121.62,121.61,121.6,121.59,121.59,121.59,121.56,121.53,121.5,121.49,121.48,121.47,121.46,121.45,121.44,121.44,121.44,121.44,NaN,NaN,NaN,NaN,NaN
